rank,video_id,title,view_count,duration,url
330,0wAHd_B_DLg,'Are You Pleased He's Dead?' Piers Morgan Grills Mehdi Hasan on Iran Ayatollah | Plus Sam Asghari,1000000,3457,https://www.youtube.com/watch?v=0wAHd_B_DLg
331,KmdmmHIG2U8,"“The World Has WOKEN UP” October 7, Two Years On | Feat Mehdi Hasan",1000000,3845,https://www.youtube.com/watch?v=KmdmmHIG2U8
332,Fkgx9oie_rM,“So Many Things Just DON'T Add Up!” Charlie Kirk Conspiracies With Piers Morgan,1000000,2235,https://www.youtube.com/watch?v=Fkgx9oie_rM
333,Pm-Yl-Lh8h4,"""All a LIE!"" Candace Owens vs Piers Morgan on Macron + Democrats Debate Future",1000000,4202,https://www.youtube.com/watch?v=Pm-Yl-Lh8h4
334,6Jph9iznn9k,"“The Beginning Of The END” Eric Weinstein & Bill O'Reilly on Trump, Epstein, Putin & Israel",1000000,3485,https://www.youtube.com/watch?v=6Jph9iznn9k
335,sV6N9TE_foU,"""ETHNIC CLEANSING!"" Israel-Hamas: Piers Morgan vs May Golan + 'The Beast From the Middle East'",1000000,4186,https://www.youtube.com/watch?v=sV6N9TE_foU
336,uHgEuMsdr2E,“China Want To Take Us OUT!” Trump Tariffs: A Method To The Madness? With Victor Davis Hanson,1000000,3563,https://www.youtube.com/watch?v=uHgEuMsdr2E
337,pWY-Js_-wdI,"""GOT To Be A COVER-UP!” Donald Trump Slams Drone Invasion, Claims ""Golden Age""",1000000,3337,https://www.youtube.com/watch?v=pWY-Js_-wdI
338,kJ5pYYve_HY,"""Are You DONE With The Russian Propaganda?!” Debate on Trump, Putin and WW3",1000000,3733,https://www.youtube.com/watch?v=kJ5pYYve_HY
339,KyNG7rKsU5I,"""WHY Are We Doing Netanyahu’s Bidding?"" Jeffrey Sachs On Syria, Assad & Putin",1000000,1741,https://www.youtube.com/watch?v=KyNG7rKsU5I
340,CHW1jbyw2-c,“Trump Will Bring Peace Through STRENGTH” Foreign Policy Debate Feat Clay Travis,1000000,3123,https://www.youtube.com/watch?v=CHW1jbyw2-c
341,Ff-5B7iHXqc,“I Requested 25 Times To Speak To Kamala!” Dr Phil Trump Speech Was ‘Act of REBELLION’,1000000,1960,https://www.youtube.com/watch?v=Ff-5B7iHXqc
342,qK91RVed_k4,"""They Are GARBAGE!” Fiery US Election Debate Feat Eric Weinstein & Steven Crowder",1000000,4198,https://www.youtube.com/watch?v=qK91RVed_k4
343,nS-1ACdzUhE,“I’m Gonna KICK YOUR ASS!” Biden Calls Trump Supporters 'Garbage',1000000,3473,https://www.youtube.com/watch?v=nS-1ACdzUhE
344,XakA50Dp1XM,'They DO Not Like Us Talking About Them' MORE Names to Come Out in Diddy Scandal,1000000,2368,https://www.youtube.com/watch?v=XakA50Dp1XM
345,Rswc55kzvIk,“It Will Be Won With MEN” Identity Politics In The US Election Feat Tim Pool,1000000,3036,https://www.youtube.com/watch?v=Rswc55kzvIk
346,rai_sj91Mts,“We Will NEVER Be Morally Responsible” Palestinian Ambassador vs Ex Israeli Prime Minister,1000000,3244,https://www.youtube.com/watch?v=rai_sj91Mts
347,Uo5lMbm5CT0,"""Kamala Chameleon!"" Clay Travis vs Cenk Uygur on Vice President Harris's 'Flip-Flopping'",1000000,2779,https://www.youtube.com/watch?v=Uo5lMbm5CT0
348,_i5K3ylGGmU,"“MASS Psychosis"" CIA Spy Andrew Bustamante On Trump Attack",1000000,1773,https://www.youtube.com/watch?v=_i5K3ylGGmU
349,hKeeLoNDEU4,“A Machine Of LIES” - Israel Bombs Beirut After Playing Fields Attack,1000000,2689,https://www.youtube.com/watch?v=hKeeLoNDEU4
350,i9fQn6u-wg8,"“Hamas Aren’t Oppressed, They’re Billionaires!” Elica Le Bon Exposes Hypocrisy",1000000,2793,https://www.youtube.com/watch?v=i9fQn6u-wg8
351,Ckbc1ORrr28,Are The Oscars FINISHED? | Nerdrotic And The Critical Drinker With Piers Morgan,1000000,1989,https://www.youtube.com/watch?v=Ckbc1ORrr28
352,q_ocLzYF9K8,"Piers Morgan vs Jocko Willink | On Israel-Hamas, Putin And More",1000000,2330,https://www.youtube.com/watch?v=q_ocLzYF9K8
353,TfkkCxoDK_w,Jay Leno's Garage: Piers Morgan Shows Leno HIS Car After Taking Tour,1000000,818,https://www.youtube.com/watch?v=TfkkCxoDK_w
354,s_aBy8yeKcA,Piers Morgan vs Former Israeli PM Ehud Barak Over Palestine Treatment | The Full Interview,1000000,871,https://www.youtube.com/watch?v=s_aBy8yeKcA
355,0lhgJWVENgI,"""You Can't Blame All Palestinians For Hamas!"" Grace Blakeley and Piers Morgan Debate Israel War",1000000,739,https://www.youtube.com/watch?v=0lhgJWVENgI
356,C0ARTJRYNZk,“Men SHOULD Be Frightened!” Ava debates Panel on MeToo Movement’s Effect On Men,1000000,819,https://www.youtube.com/watch?v=C0ARTJRYNZk
357,yH-AMeS9230,Trans Activist SWEARS At Piers Morgan On Live TV! | PMU,1000000,687,https://www.youtube.com/watch?v=yH-AMeS9230
358,yNt0mjuza6A,"“Big Balls Are BACK!” Trump Soars In Polls, DOGE Hires Teens, Super Bowl & More",999000,3435,https://www.youtube.com/watch?v=yNt0mjuza6A
359,Sh6_LwDS_1A,“It's NOT The New Normal!” Nancy Mace Fights Back | With Kari Lake & Brian Tyler Cohen,997000,3443,https://www.youtube.com/watch?v=Sh6_LwDS_1A
360,16EA7hbqQEU,"""Will You Give ANY Condemnation Of Hamas?"" Israel-Palestine Debate | Abby Martin vs Emily Schrader",996000,2174,https://www.youtube.com/watch?v=16EA7hbqQEU
361,F62-V9j5OSs,"“Their Own Worst ENEMY!” Schumer BETRAYS Democrats, Fauci 'Autopen' Pardon And Putin Call",995000,3722,https://www.youtube.com/watch?v=F62-V9j5OSs
362,T98tyidUq2U,"""They Tarnished Cricket FOREVER!"" Sir Geoffrey Boycott On Australia's Controversial Win",993000,915,https://www.youtube.com/watch?v=T98tyidUq2U
363,UNKH7HGdmuM,"Dr Phil On Oprah's Weight-loss Scandal, 'Broken' America And More",992000,2435,https://www.youtube.com/watch?v=UNKH7HGdmuM
364,mULVrUGh6wo,“This Is Gonna Get Us ALL Blown Up!” Jeffrey Sachs On Russian Invasion,990000,1984,https://www.youtube.com/watch?v=mULVrUGh6wo
365,_opAun6NEEY,"""You've Just Committed Libel!"" Piers Morgan's HEATED Debate With Eco Protester",987000,800,https://www.youtube.com/watch?v=_opAun6NEEY
366,nLt13WTzB0g,“Wicked Is The Ninth Circle of HELL!” Liberals TRIGGERED | Plus Bizarre Woke Jaguar Ad,986000,1857,https://www.youtube.com/watch?v=nLt13WTzB0g
367,O17MPr7qE24,Piers Morgan vs Benjamin Netanyahu | FULL Interview With Israeli Prime Minister,984000,2095,https://www.youtube.com/watch?v=O17MPr7qE24
368,iQXnpGNx6tE,"Piers Morgan vs Elle Brooke - ""My Kids Can Cry In A Ferrari""",983000,584,https://www.youtube.com/watch?v=iQXnpGNx6tE
369,PWaKDbNH4cU,Piers Morgan's FIERIEST Clashes With Just Stop Oil Protesters,983000,943,https://www.youtube.com/watch?v=PWaKDbNH4cU
370,V2EGmmoCxro,"“Pathetic, To The CORE!"" Jordan Peterson On Trump Tariffs, Adolescence & More",982000,4349,https://www.youtube.com/watch?v=V2EGmmoCxro
371,FFCgAny1-FQ,‘Deliberately Killing Kids!’ Netanyahu Leaves Trump With ‘NO Endgame’ | With Mehdi Hasan,979000,3614,https://www.youtube.com/watch?v=FFCgAny1-FQ
372,cqcbyBzfkkM,"Israel-Hamas War: Piers Morgan Vs Palestinian Mustafa Barghouti - ""I Want To Finish!""",978000,512,https://www.youtube.com/watch?v=cqcbyBzfkkM
373,YNcyU4YSp3w,“BRAZEN Aggression!” Norman Finkelstein vs Jonathan Conricus On Israel-Lebanon Operation + Iran War,977000,3073,https://www.youtube.com/watch?v=YNcyU4YSp3w
374,hwO3YXoAh0U,“A WAR CRIME By All Means” Israel vs Hezbollah Debate Feat Elica Le Bon & Aaron Maté,977000,3365,https://www.youtube.com/watch?v=hwO3YXoAh0U
375,ytJN__6V50U,“It’s INSULTING!” Matt Walsh On Kamala’s Changing Accent And Race Hysteria,975000,1478,https://www.youtube.com/watch?v=ytJN__6V50U
376,5PMuXgU09vA,'NOBODY Wants US To Intervene!' Trump Threatens Iran | With Patrick Bet-David,974000,4911,https://www.youtube.com/watch?v=5PMuXgU09vA
377,ZuS4QwGemKk,"Piers Morgan vs Megyn Kelly | On Donald Trump, Kate Middleton And More",974000,1983,https://www.youtube.com/watch?v=ZuS4QwGemKk
378,psUFb1DKeAM,Israel-Hamas War: Piers Morgan And Douglas Murray vs Pro-Palestinians Over Hamas Attacks,974000,1464,https://www.youtube.com/watch?v=psUFb1DKeAM
379,_rssgvWRgWU,"'Burning EVERYTHING Down!' Tim Pool, Milo Yiannopoulos & Steven Crowder Talk Fuentes, Candace & More",972000,3708,https://www.youtube.com/watch?v=_rssgvWRgWU
380,bikFQyrMg5o,"Piers Morgan vs Sean Penn | Full Interview on Israel-Hamas War, Matthew Perry, Hollywood And More",970000,4131,https://www.youtube.com/watch?v=bikFQyrMg5o
381,UiL5SqHQ9Kc,‘He’d Be More Happy In PRISON’ Suge Knight Spills On Diddy From Behind Bars,969000,2787,https://www.youtube.com/watch?v=UiL5SqHQ9Kc
382,O2xMvvdUcMQ,"""It's Not Illegal To Be WHITE!"" Piers Morgan Defends Royal Family's 'White Balcony'",968000,442,https://www.youtube.com/watch?v=O2xMvvdUcMQ
383,L3NJYeDhJJQ,“Expect Mega-Deaths” Norman Finkelstein vs Yishai Fleisher,964000,3369,https://www.youtube.com/watch?v=L3NJYeDhJJQ
384,oK6Fin42Yag,"""Prince Harry is BULLYING the Royal Family!"" Piers Morgan Reacts to 'Spare' Media Tour",963000,1278,https://www.youtube.com/watch?v=oK6Fin42Yag
385,akJOXZpMt0w,"""A Rebel At Heart"" - Piers Morgan Pays Touching Tribute To Sinead O'Connor",959000,400,https://www.youtube.com/watch?v=akJOXZpMt0w
386,XhW1oApxw74,“MAGA Is DEAD!” Carrie Prejean Boller on Trump's Iran War |  Plus Bassem Youssef On Ben Shapiro,956000,4498,https://www.youtube.com/watch?v=XhW1oApxw74
387,ciAxJJu4zAY,"""It's INSANE!"" Michael Jackson Neverland Director Makes Shock Claims",947000,2618,https://www.youtube.com/watch?v=ciAxJJu4zAY
388,p7iXbKvNZRM,“You Advocate For The DEVIL” Professor DEFENDS Dead Iran President Raisi,946000,3151,https://www.youtube.com/watch?v=p7iXbKvNZRM
389,HLObE0dj3v0,“Israel's FAVOURITE Cheerleader!” Oct 7 One Year On | Norman Finkelstein & Naftali Bennett,941000,3315,https://www.youtube.com/watch?v=HLObE0dj3v0
390,vddDs282xxw,"""Don't Trust Him With ANYTHING!"" MAGA Meta, Musk & Trump Greenland 'Invasion'",937000,3152,https://www.youtube.com/watch?v=vddDs282xxw
391,VVEirdEcGio,Piers Morgan Reveals The 'Racist' Royals Named In Omid Scobie's Book,937000,1477,https://www.youtube.com/watch?v=VVEirdEcGio
392,MMn5_KldpKg,"""Complete Clean Sweep"" Election Special Feat. Tim Pool, Zachary Levi & Kevin McCarthy",936000,3739,https://www.youtube.com/watch?v=MMn5_KldpKg
393,ppqzv9qdoIQ,"""It's RANK Hypocrisy"" Piers Morgan Slams 'Woke' Met Gala's 'Double Standards'",934000,286,https://www.youtube.com/watch?v=ppqzv9qdoIQ
394,jAkK5xz7OAg,"""You’re a CUCK!"" Trump Global Chaos Debate | With Dave Smith & Michael Knowles",931000,3768,https://www.youtube.com/watch?v=jAkK5xz7OAg
395,hdEL1YNoHak,“Up To 500 Witnesses!” Is There PROOF of Jesus Christ’s Resurrection? Wesley Huff Interview,928000,3365,https://www.youtube.com/watch?v=hdEL1YNoHak
396,r7hb7TUfvZU,"""Trump Is FEARED"" and ""Kamala ISN’T Presidential"" | Vincent Oshana x Cenk Uygur x Scaramucci",927000,3240,https://www.youtube.com/watch?v=r7hb7TUfvZU
397,x45HxqT198Y,'You Want The World To Think It Was ISRAEL?' Piers Morgan vs Bassem Youssef on Charlie Kirk,926000,2241,https://www.youtube.com/watch?v=x45HxqT198Y
398,nkK312fMPsQ,‘He’ll Live to REGRET It!’ Reaction To Nick Fuentes vs Piers Morgan Interview | With Dr Phil,920000,4159,https://www.youtube.com/watch?v=nkK312fMPsQ
399,8tJNW87bmlg,Every Time Piers Morgan DESTROYED Meghan Markle and Prince Harry,918000,1241,https://www.youtube.com/watch?v=8tJNW87bmlg
400,Xj_YlLKSYi8,Piers Morgan vs Stormy Daniels | The Full Interview,917000,5400,https://www.youtube.com/watch?v=Xj_YlLKSYi8
401,1V2naVd2JWQ,“Completely EVIL!” Marjorie Taylor Greene Wants Trump Removed Over Iran | Plus Andrew Wilson Returns,916000,3690,https://www.youtube.com/watch?v=1V2naVd2JWQ
402,nvv3ofZV5YE,"""Make America WEALTHY Again!"" Trump Liberation Day Tariffs EMERGENCY Debate",916000,2641,https://www.youtube.com/watch?v=nvv3ofZV5YE
403,-mlVhRPcwL8,"“I’d Rather DIE Than Bend The Knee!” Megyn Kelly, Scott Galloway & More On Super Bowl Show",915000,4433,https://www.youtube.com/watch?v=-mlVhRPcwL8
404,cHLaZ5Ckhp0,“EXACTLY What I Voted For!” Elon Musk Crisis & Tulsi Gabbard Confirmed,914000,3462,https://www.youtube.com/watch?v=cHLaZ5Ckhp0
405,j8G-iISiNl0,'I Don't Think He'll Come Clean' | Who Killed Tupac? Mopreme Shakur On Diddy,914000,2374,https://www.youtube.com/watch?v=j8G-iISiNl0
406,tm-ouSZnC-E,‘Come CLEAN!’ Virginia Giuffre Lawyer DEMANDS Apology From Prince Andrew,912000,1839,https://www.youtube.com/watch?v=tm-ouSZnC-E
407,BKlAkjh79HA,“Big BULLY!” | Trump Accuses China Of Russia & India Axis Feat. Dave Smith,911000,3587,https://www.youtube.com/watch?v=BKlAkjh79HA
408,aaLMsEJKZEQ,‘He Knew Last Show Would Kill Him’ Ozzy Osbourne’s Final Moments | Sharon Osbourne Interview,907000,3878,https://www.youtube.com/watch?v=aaLMsEJKZEQ
409,nygFADn09sw,“Heading To WORLD WAR 3!” Israel & US 'Armageddon' in Iran | Feat. Jeffrey Sachs,905000,3774,https://www.youtube.com/watch?v=nygFADn09sw
410,wlUJTGuYb4U,‘You WON’T Silence Me!’ Gaza War + Greta Thunberg ‘Stunt’ | Piers Morgan Debate,902000,3276,https://www.youtube.com/watch?v=wlUJTGuYb4U
411,ITLeDnCZSgU,"""DEALMAKER"" Trump Tariffs & Washington Plane Crash Uncovered | Plus Dana White Uncensored!",902000,5524,https://www.youtube.com/watch?v=ITLeDnCZSgU
412,LoTJU-DaPHk,"""Not Sure He Would Even Take His Call!"" Top Trump Advisor Says He Could be DONE With Zelensky",901000,3404,https://www.youtube.com/watch?v=LoTJU-DaPHk
413,sgy8YfzULzM,"“Timestamps Just DON'T Add Up"" Air India Crash With Captain Steeeve + Boeing Whistleblower",897000,2265,https://www.youtube.com/watch?v=sgy8YfzULzM
414,YbDhQVUd7hA,“You’re Being a BABY!” Mehdi Hasan vs Dan Crenshaw on DOGE + Democrats Disarray,897000,4743,https://www.youtube.com/watch?v=YbDhQVUd7hA
415,pNUpxH99Wnc,"“UTTERLY Reprehensible!"" Democrats Protest Trump Speech + Brian Glenn on Zelensky Suit 'Ambush'",897000,3708,https://www.youtube.com/watch?v=pNUpxH99Wnc
416,0wdtljAyOi4,'Debate Me on IRANIAN TV!' Iran War Debate Feat Mohammad Marandi,896000,3980,https://www.youtube.com/watch?v=0wdtljAyOi4
417,v2fo_HvcDoY,"Destiny vs Piers Morgan | On Trump, Biden, Israel-Hamas And More",896000,2130,https://www.youtube.com/watch?v=v2fo_HvcDoY
418,3bhq9EK4xXE,"""You're A Complete HALFWIT!"" Piers Morgan Furiously CLASHES With Guest On Israel-Hamas Ceasefire",894000,2758,https://www.youtube.com/watch?v=3bhq9EK4xXE
419,Y_ZmuRppsvY,“Tom Cruise Is IRRELEVANT!” Mickey Rourke On Top Gun: Maverick Star,891000,892,https://www.youtube.com/watch?v=Y_ZmuRppsvY
420,BbwKTQ3Zp8g,"""Men Tend To Be Better People!"" Pearl Davis On Feminism And 'Traditional' Wives",890000,727,https://www.youtube.com/watch?v=BbwKTQ3Zp8g
421,l2QOyxuqXcQ,"""Ceasefire Will NOT Hold"" Trump's Gaza Peace Deal | John Mearsheimer x Piers Morgan",887000,1692,https://www.youtube.com/watch?v=l2QOyxuqXcQ
422,xtvyZ4A6eM8,“Half The Crap YOU Say Is BS!” Roseanne Barr’s WILDEST Interview Ever!,884000,2291,https://www.youtube.com/watch?v=xtvyZ4A6eM8
423,v8y5_gGF9H8,"""We Don't Know How Long We Have Left"" Eric Weinstein On Nuclear Threat To Humanity",884000,3059,https://www.youtube.com/watch?v=v8y5_gGF9H8
424,T76MYp1KW7g,“A Sense Of BETRAYAL!” Trump ‘Folds’ On Iran + Valentina Gomez BANNED From UK,883000,5174,https://www.youtube.com/watch?v=T76MYp1KW7g
425,M9A4XhQsW98,“Professional CON MAN” Prince Andrew Epstein Leaks Cause ‘Major Crisis’ For Royals,880000,2170,https://www.youtube.com/watch?v=M9A4XhQsW98
426,ZhZ6YoLFb7w,“Putin’s B*TCH!” Trump Brands Zelensky a ‘Dictator’,879000,3988,https://www.youtube.com/watch?v=ZhZ6YoLFb7w
427,gPwqDGnTMuc,"“It’s TREASON” Scott Horton vs General Wesley Clark On Syria, Putin & Trump War Strategy",876000,3558,https://www.youtube.com/watch?v=gPwqDGnTMuc
428,KfSNryS2CsA,"""Scripted CHARADE"" Piers Morgan On  'Manufactured' Kamala Harris | Feat Vivek Ramaswamy",871000,3823,https://www.youtube.com/watch?v=KfSNryS2CsA
429,mhNYu4gElKk,Piers Morgan vs Joey Barton And Pearl Davis On Female Football Commentators And 'Tokenism',870000,1475,https://www.youtube.com/watch?v=mhNYu4gElKk
430,eEwYsdxUz8E,Piers Morgan DESTROYS 'Woke' HSBC Advert Featuring Emma Raducanu,867000,401,https://www.youtube.com/watch?v=eEwYsdxUz8E
431,ghZj3oPknKI,"""Just a P*RN Film!"" Anora Wins Best Picture | Oscars With Critical Drinker & Nerdrotic",866000,2204,https://www.youtube.com/watch?v=ghZj3oPknKI
432,gBr_9NpEOVM,"""He's a W*NKER!"" Pete Hegseth, Trump Hostage Deal & LA Wildfires",864000,3632,https://www.youtube.com/watch?v=gBr_9NpEOVM
433,uW3AI4FIyUE,“You Know NOTHING!” Prince Andrew Under FIRE After Epstein Claims In Virginia Giuffre Memoir,863000,3568,https://www.youtube.com/watch?v=uW3AI4FIyUE
434,wlBju7dUMoM,Gene Simmons Tells Piers Morgan He Thinks Donald Trump Will Win Next Election,863000,435,https://www.youtube.com/watch?v=wlBju7dUMoM
435,Sz6sObLShBo,Piers Morgan Now Identifies As A Cat...🐈,860000,368,https://www.youtube.com/watch?v=Sz6sObLShBo
436,tx6UQwVLcdg,Kate Middleton Cancer: Piers Morgan Reacts With Sarah Hewson,856000,478,https://www.youtube.com/watch?v=tx6UQwVLcdg
437,GBWs1ngi9pI,Piers Morgan DESTROYS Prince Harry and Meghan Markle's Netflix Show,856000,514,https://www.youtube.com/watch?v=GBWs1ngi9pI
438,rsNziZowi6o,"""You're Going To Kill CIVILIANS!"" Israel-Rafah Debate | Piers Morgan",852000,2723,https://www.youtube.com/watch?v=rsNziZowi6o
439,fAsTcKl9WRM,"""What If Haaland Identified As A Woman?"" Piers Morgan SLAMS Megan Rapinoe Over Trans Athlete Debate",852000,236,https://www.youtube.com/watch?v=fAsTcKl9WRM
440,zKH3ngmN78o,"""Days of THUNDER"" Steve Bannon on Trump 2028, Elon Musk Feud & Jail",850000,2945,https://www.youtube.com/watch?v=zKH3ngmN78o
441,y_lTmyxQhvw,“It's CHILD ABUSE!” US House School Sports Trans Ban Debate With Tomi Lahren & Eli Erlick,850000,3006,https://www.youtube.com/watch?v=y_lTmyxQhvw
442,B3q6SN2KHy8,Piers Morgan and Douglas Murray React To Man Punching Just Stop Oil Protester,850000,492,https://www.youtube.com/watch?v=B3q6SN2KHy8
443,ERSYvw2LIv8,"Israel-Palestine War: ""She's Borderline A Terrorist!"" Piers Morgan Guests Clash Over October 7",849000,744,https://www.youtube.com/watch?v=ERSYvw2LIv8
444,pa4a7tdkGOs,"""Prince William Is Trying To Cover Something Up!"" Kate Middleton Controversy",848000,2390,https://www.youtube.com/watch?v=pa4a7tdkGOs
445,t2-EG-SS_Lo,"""Andrew Tate IS A MISOGYNIST!"" Panel Debate If Andrew Tate Hates Women",848000,583,https://www.youtube.com/watch?v=t2-EG-SS_Lo
446,3Ns1xCCXhIc,"Piers Morgan Is STUNNED By Ex-Teacher's Views On Islam: ""It's An Abomination!""",843000,702,https://www.youtube.com/watch?v=3Ns1xCCXhIc
447,Eqzb6KCUgBo,'KGB Have You By The Balls!' Trump vs Putin | War + Tariffs With Jeffrey Sachs,841000,3187,https://www.youtube.com/watch?v=Eqzb6KCUgBo
448,luTHVKFi3dc,"'Left-Wing Zombie Establishment' Billionaire Peter Thiel on Trump, Elon Musk, Technology And God",838000,5277,https://www.youtube.com/watch?v=luTHVKFi3dc
449,SXw_ImU1Izg,“Respect The Rule of LAW!” Sons of Imran Khan Speak Of Assassination Fears | Piers Morgan,836000,1501,https://www.youtube.com/watch?v=SXw_ImU1Izg
450,OpnR_ylxQOI,"""I Said Too Much"" Oscar Pistorius BOMBSHELL | Plus Trump South Africa ""Genocide""",836000,3416,https://www.youtube.com/watch?v=OpnR_ylxQOI
451,BN5bPP8UhsU,"""What I Smell Is FEAR"" Israel-Palestine Conflict Latest",836000,3872,https://www.youtube.com/watch?v=BN5bPP8UhsU
452,yWibzC_jN_o,”This Is Stalinism!” David Pakman vs Benny Johnson on Trump,832000,1845,https://www.youtube.com/watch?v=yWibzC_jN_o
453,ae3x22zzg9Y,Piers Morgan Debates Oxford Student Over Gender Critic Kathleen Stock,832000,967,https://www.youtube.com/watch?v=ae3x22zzg9Y
454,RHl9Fklhj-w,'Trump Has Been Martyred!' Destiny vs Benny Johnson vs Dave Smith,831000,2668,https://www.youtube.com/watch?v=RHl9Fklhj-w
455,sLSGV7qFBQ4,“DISGUSTING” ’Sick' Hamas Parade + Trump-Russia Deal,827000,3336,https://www.youtube.com/watch?v=sLSGV7qFBQ4
456,vrCACy3fExk,“You've LOST Your Marbles!” George Galloway Walks Out on Piers Morgan During Iran Debate,826000,2475,https://www.youtube.com/watch?v=vrCACy3fExk
457,OulYpv9abRQ,“Going To Change HISTORY” Mamdani WINS NYC Mayoral Election | With Vinny Oshana,824000,2755,https://www.youtube.com/watch?v=OulYpv9abRQ
458,C05d8jURPM4,“Hateful CLOWN!” Minnesota Somali Fraud Scandal | Piers Morgan Calls Out Valentina Gomez,822000,3379,https://www.youtube.com/watch?v=C05d8jURPM4
459,L6CN4DwUanE,"""Trans People Are ALLOWED To Be OFFENDED!"" Trans Comedian on Ricky Gervais' Comedy",822000,507,https://www.youtube.com/watch?v=L6CN4DwUanE
460,6A0cVXu-k4c,“Trying To Put A TARGET On Me?!” Mehdi Hasan vs Jonathan Conricus On Israel-Gaza 'Genocide',821000,2929,https://www.youtube.com/watch?v=6A0cVXu-k4c
461,-C6OHa4b0fY,“DEEPLY Disturbing And Shocking!” US Fascism With Mehdi Hasan & Victor Davis-Hanson,821000,2884,https://www.youtube.com/watch?v=-C6OHa4b0fY
462,YoOuftIiOwY,“I Don’t Give a **** About Your Show!” Jake Paul ENDS Piers Morgan Interview! With Chavez Jr,820000,1122,https://www.youtube.com/watch?v=YoOuftIiOwY
463,TzzySbUXSlI,“TOTAL Betrayal!” Trump: US Could Strike Iran | With Senator Rand Paul + Scott Horton,820000,4134,https://www.youtube.com/watch?v=TzzySbUXSlI
464,DZ7qdSMD17w,Piers Morgans DESTROYS Vegan For Not Caring About ALL Animals' Rights,820000,694,https://www.youtube.com/watch?v=DZ7qdSMD17w
465,kF1gME9jnqA,Imran Khan’s FULL Interview With Piers Morgan On Surviving Assassination Attempt,820000,1995,https://www.youtube.com/watch?v=kF1gME9jnqA
466,haOCDAIfz_U,"""EMBARRASSING To Trump"" Israel Attacks Qatar + Russian Drones Sighted | With Jeffrey Sachs",819000,2790,https://www.youtube.com/watch?v=haOCDAIfz_U
467,FAe2ZrTCxiI,Putin's 'Oldest Enemy' Reacts To Tucker Carlson Interview And Alexei Navalny's Death,817000,1856,https://www.youtube.com/watch?v=FAe2ZrTCxiI
468,ul-yzKQThWM,‘Time To FINISH The Job’ | Trump Strikes Nuclear Sites | Iran Attacks US Bases,815000,4729,https://www.youtube.com/watch?v=ul-yzKQThWM
469,vE_1cNdW29I,"""I Might Throw Up!"" Sharon Osbourne and Piers Morgan React To Gwyneth Paltrow Trial",814000,472,https://www.youtube.com/watch?v=vE_1cNdW29I
470,2S87e3XEuZo,"‘Baldoni Got SHAFTED!’ Blake Lively Fallout, Emilia Pérez Scandal And MORE!",809000,2606,https://www.youtube.com/watch?v=2S87e3XEuZo
471,o9KUZ-zEdoU,"""The Titanic Took 5 More"" - Piers Morgan's Emotional Interview With Former Titan Passenger",809000,926,https://www.youtube.com/watch?v=o9KUZ-zEdoU
472,ENTmIqfKssA,"""They ALL Bow to Israel!"" US ‘Wave of Strikes’ As Trump Iran Plan Slammed",808000,3420,https://www.youtube.com/watch?v=ENTmIqfKssA
473,xtzO9x-OBNw,"""Not Quite So Innocent!"" Mike Huckabee On Killed Journalists & Gaza Occupation",808000,3817,https://www.youtube.com/watch?v=xtzO9x-OBNw
474,ye52j4Fw21Q,Piers Morgan Interviews Teacher Who SCHOOLED Student For Calling JK Rowling 'Bigoted',808000,452,https://www.youtube.com/watch?v=ye52j4Fw21Q
475,SpIIjzS2BIo,Israel-Hamas War: Piers Morgan vs Yuval Noah Harari | The Full Interview,808000,902,https://www.youtube.com/watch?v=SpIIjzS2BIo
476,uk0aY38dQvI,"“Trump Wins On EVERY Metric” Dan Crenshaw vs Tim Miller On Harris, Trump & More",805000,3127,https://www.youtube.com/watch?v=uk0aY38dQvI
477,--dJCbVOe54,"""Ten Years' JAIL!"" UK Mom Arrested For F***** Texts | Andrew Wilson & More React",804000,2787,https://www.youtube.com/watch?v=--dJCbVOe54
478,DdNNp3adWow,“MULTIPLE Shooters” JFK Declassified Feat Johnny Harris + Oswald Former Lover,802000,3783,https://www.youtube.com/watch?v=DdNNp3adWow
479,AFdBvDk5koU,Kanye ‘Ye’ West On Divorcing Kim Kardashian: “We’ll Always Be Together”,799000,776,https://www.youtube.com/watch?v=AFdBvDk5koU
480,R4jN7IEYNOs,"""CLEARLY An Ethnic Cleansing!"" Norman Finkelstein vs Benny Morris on Gaza",797000,2385,https://www.youtube.com/watch?v=R4jN7IEYNOs
481,n2wFe1FmeRI,"""SHOW Me The Evidence!"" Israel-Iran War Debate - Trump Threatens To Quit NATO",794000,2835,https://www.youtube.com/watch?v=n2wFe1FmeRI
482,th3kzMdVcGY,“Amber Heard Is A GOLD-DIGGER!” Mickey Rourke on Johnny Depp v Amber Heard,794000,1293,https://www.youtube.com/watch?v=th3kzMdVcGY
483,cyQTFIFVXUI,“SOCIOPATH!” Vince McMahon WWE Debate Plus Shock Guest!,793000,2793,https://www.youtube.com/watch?v=cyQTFIFVXUI
484,Cesc9hRmL1Y,Fiona Harvey To SUE Netflix | Piers Morgan Reads Out Her New Statement,790000,1750,https://www.youtube.com/watch?v=Cesc9hRmL1Y
485,CO2qUhAsJvQ,"Israel-Hamas War: Jewish Scientist Gad Saad Suggests People's 'Moral Compasses' Are ""Broken""",790000,737,https://www.youtube.com/watch?v=CO2qUhAsJvQ
